0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Marker_t, "Start"
1, 288000, Marker_t, "End"
1, 288000, End_track
2, 0, Start_track
2, 0, Title_t, "Track 1"
2, 0, Note_on_c, 0, 80, 102
2, 0, Pitch_bend_c, 0, 8192
2, 0, Pitch_bend_c, 0, 8192
2, 1, Pitch_bend_c, 0, 8192
2, 2, Pitch_bend_c, 0, 8192
2, 3, Pitch_bend_c, 0, 8192
2, 4, Pitch_bend_c, 0, 8192
2, 5, Pitch_bend_c, 0, 8192
2, 6, Pitch_bend_c, 0, 8192
2, 7, Pitch_bend_c, 0, 8192
2, 8, Pitch_bend_c, 0, 8192
2, 9, Pitch_bend_c, 0, 8192
2, 10, Pitch_bend_c, 0, 8192
2, 11, Pitch_bend_c, 0, 8192
2, 12, Pitch_bend_c, 0, 8192
2, 13, Pitch_bend_c, 0, 8192
2, 14, Pitch_bend_c, 0, 8192
2, 15, Pitch_bend_c, 0, 8192
2, 16, Pitch_bend_c, 0, 8192
2, 17, Pitch_bend_c, 0, 8332
2, 18, Pitch_bend_c, 0, 8333
2, 19, Pitch_bend_c, 0, 8332
2, 20, Pitch_bend_c, 0, 8323
2, 21, Pitch_bend_c, 0, 8318
2, 22, Pitch_bend_c, 0, 8322
2, 23, Pitch_bend_c, 0, 8300
2, 24, Pitch_bend_c, 0, 8313
2, 25, Pitch_bend_c, 0, 8308
2, 26, Pitch_bend_c, 0, 8296
2, 27, Pitch_bend_c, 0, 8313
2, 28, Pitch_bend_c, 0, 8279
2, 29, Pitch_bend_c, 0, 8298
2, 30, Pitch_bend_c, 0, 8268
2, 31, Pitch_bend_c, 0, 8283
2, 32, Pitch_bend_c, 0, 8293
2, 33, Pitch_bend_c, 0, 8269
2, 34, Pitch_bend_c, 0, 8286
2, 35, Pitch_bend_c, 0, 8266
2, 36, Pitch_bend_c, 0, 8267
2, 37, Pitch_bend_c, 0, 8273
2, 38, Pitch_bend_c, 0, 8262
2, 39, Pitch_bend_c, 0, 8276
2, 40, Pitch_bend_c, 0, 8261
2, 41, Pitch_bend_c, 0, 8266
2, 42, Pitch_bend_c, 0, 8270
2, 43, Pitch_bend_c, 0, 8260
2, 44, Pitch_bend_c, 0, 8274
2, 45, Pitch_bend_c, 0, 8263
2, 46, Pitch_bend_c, 0, 8275
2, 47, Pitch_bend_c, 0, 8264
2, 48, Pitch_bend_c, 0, 8263
2, 49, Pitch_bend_c, 0, 8269
2, 50, Pitch_bend_c, 0, 8262
2, 51, Pitch_bend_c, 0, 8268
2, 52, Pitch_bend_c, 0, 8264
2, 53, Pitch_bend_c, 0, 8266
